ea_id,com_roadtype,com_vehicles,com_bus,com_urbancenter,com_dailymrkt,com_weeklymrkt,com_postoffice,com_publicphone,com_distprimary,com_classrooms,com_schoolelec,com_medicines,com_clinic,com_distclinic,com_bank
10101016,GRADED GRAVELED,YES,Yes,No,No,Yes,No,NO,,Yes,No,No,No,21 to 25 kilometers,No
10101204,GRADED GRAVELED,YES,Yes,No,No,No,No,NO,5 and above kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
10101215,GRADED GRAVELED,NO,No,No,No,No,No,NO,Under 2 kilometers,No,No,No,No,0 to 5 kilometes,No
10101219,DIRT ROAD (MAINTAINED),YES,No,No,No,Yes,Yes,NO,,Yes,No,No,Yes,,No
10101355,GRADED GRAVELED,YES,Yes,No,No,No,No,NO,,No,No,No,No,11 to 15 kilometers,No
10101374,GRADED GRAVELED,YES,Yes,No,No,Yes,No,NO,,Yes,No,No,No,11 to 15 kilometers,No
10101470,GRADED GRAVELED,YES,No,No,No,No,No,NO,,No,No,Yes,No,0 to 5 kilometes,No
10101562,GRADED GRAVELED,YES,Yes,No,No,No,No,NO,5 and above kilometers,Yes,No,No,Yes,,No
10101568,GRADED GRAVELED,NO,No,No,No,No,No,NO,,No,No,No,No,0 to 5 kilometes,No
10101706,GRADED GRAVELED,YES,No,No,No,No,No,NO,,No,No,No,No,6 to 10 kilometers,No
10102004,GRADED GRAVELED,YES,Yes,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,Above 30 kilometers,No
10102379,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,,No,No,No,No,11 to 15 kilometers,No
10102621,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,16 to 20 kilometers,No
10103414,GRADED GRAVELED,NO,Yes,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
10103452,GRADED GRAVELED,YES,Yes,No,No,No,No,NO,,Yes,No,No,No,16 to 20 kilometers,No
10103681,DIRT ROAD (MAINTAINED),YES,Yes,No,No,No,No,NO,Under 2 kilometers,No,No,No,No,16 to 20 kilometers,No
10104150,GRADED GRAVELED,YES,No,No,No,No,No,NO,,No,No,Yes,No,21 to 25 kilometers,No
10104351,GRADED GRAVELED,YES,Yes,No,No,No,No,NO,,No,No,No,No,11 to 15 kilometers,No
10104440,GRADED GRAVELED,YES,Yes,No,No,No,No,NO,,No,No,No,No,0 to 5 kilometes,No
10105352,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,Under 2 kilometers,No,No,No,No,0 to 5 kilometes,No
10105511,DIRT ROAD (MAINTAINED),YES,Yes,No,No,Yes,No,NO,,No,No,No,No,26 to 30 kilometers,No
10105513,GRADED GRAVELED,YES,No,No,No,No,No,NO,,Yes,No,No,No,0 to 5 kilometes,No
10120286,GRADED GRAVELED,YES,Yes,No,No,No,No,NO,Under 2 kilometers,No,No,No,No,0 to 5 kilometes,No
10120288,DIRT TRACK,NO,No,No,No,No,No,NO,3 to 5 kilometers,Yes,Yes,No,No,0 to 5 kilometes,No
10201137,TAR/ASPHALT,YES,Yes,No,No,Yes,No,NO,,Yes,No,Yes,No,0 to 5 kilometes,No
10201210,DIRT TRACK,NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
10201247,GRADED GRAVELED,YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,6 to 10 kilometers,No
10201442,DIRT TRACK,NO,No,No,No,No,No,NO,,Yes,No,No,No,11 to 15 kilometers,No
10201688,TAR/ASPHALT,YES,Yes,No,No,No,No,NO,,No,No,No,No,0 to 5 kilometes,No
10202195,DIRT TRACK,NO,No,No,No,No,No,NO,,No,No,No,No,0 to 5 kilometes,No
10202514,DIRT TRACK,YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
10203013,GRADED GRAVELED,YES,Yes,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,11 to 15 kilometers,No
10203085,TAR/ASPHALT,YES,Yes,No,No,No,No,NO,,Yes,No,No,No,6 to 10 kilometers,No
10203176,GRADED GRAVELED,YES,No,No,No,No,No,NO,,No,No,No,No,0 to 5 kilometes,No
10203221,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,,Yes,No,No,No,6 to 10 kilometers,No
10203623,DIRT TRACK,NO,No,No,No,No,No,NO,5 and above kilometers,No,No,No,No,Above 30 kilometers,No
10203744,TAR/ASPHALT,YES,Yes,No,No,No,No,NO,5 and above kilometers,Yes,Yes,No,No,11 to 15 kilometers,No
10204101,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
10204322,TAR/ASPHALT,YES,Yes,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,Yes,,No
10204453,TAR/ASPHALT,YES,Yes,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
10204586,TAR/ASPHALT,YES,Yes,No,No,No,No,NO,,Yes,No,Yes,Yes,,No
10204723,TAR/ASPHALT,YES,Yes,No,No,No,No,NO,,Yes,No,Yes,Yes,,No
10205202,TAR/ASPHALT,YES,Yes,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,21 to 25 kilometers,No
10205507,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,,Yes,No,No,No,11 to 15 kilometers,No
10220027,TAR/ASPHALT,YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
10220103,TAR/ASPHALT,YES,Yes,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
10220521,TAR/ASPHALT,YES,Yes,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
10220705,TAR/ASPHALT,YES,Yes,No,No,No,No,NO,Under 2 kilometers,Yes,Yes,Yes,No,0 to 5 kilometes,No
10301026,TAR/ASPHALT,YES,Yes,No,Yes,Yes,No,YES,3 to 5 kilometers,Yes,No,Yes,No,26 to 30 kilometers,No
10301306,TAR/ASPHALT,YES,Yes,No,No,No,No,YES,Under 2 kilometers,No,No,Yes,No,11 to 15 kilometers,No
10301347,GRADED GRAVELED,YES,No,No,No,No,No,NO,Under 2 kilometers,No,Yes,Yes,Yes,,No
10301663,GRADED GRAVELED,YES,Yes,No,No,No,No,NO,Under 2 kilometers,Yes,Yes,Yes,No,6 to 10 kilometers,No
10301741,GRADED GRAVELED,YES,Yes,No,Yes,Yes,No,YES,Under 2 kilometers,No,No,Yes,No,6 to 10 kilometers,No
10302010,TAR/ASPHALT,YES,Yes,No,Yes,Yes,No,NO,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
10303454,TAR/ASPHALT,YES,Yes,No,Yes,Yes,No,YES,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
10304012,GRADED GRAVELED,NO,Yes,No,Yes,Yes,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
10304360,TAR/ASPHALT,YES,Yes,No,Yes,Yes,Yes,YES,Under 2 kilometers,Yes,No,Yes,Yes,,No
10304625,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,Under 2 kilometers,No,No,Yes,No,6 to 10 kilometers,No
10305446,TAR/ASPHALT,YES,Yes,No,Yes,Yes,Yes,NO,Under 2 kilometers,No,No,Yes,Yes,,No
10306417,TAR/ASPHALT,YES,Yes,No,No,No,No,NO,3 to 5 kilometers,Yes,No,Yes,No,16 to 20 kilometers,No
10306431,GRADED GRAVELED,NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,16 to 20 kilometers,No
10307413,TAR/ASPHALT,YES,Yes,No,Yes,Yes,No,NO,Under 2 kilometers,Yes,No,Yes,Yes,,No
10308129,TAR/ASPHALT,YES,Yes,No,Yes,No,No,YES,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
10308636,GRADED GRAVELED,NO,No,No,No,No,No,NO,Under 2 kilometers,No,No,Yes,No,11 to 15 kilometers,No
10309273,DIRT TRACK,NO,No,No,No,No,No,NO,3 to 5 kilometers,No,No,No,No,11 to 15 kilometers,No
10309281,DIRT ROAD (MAINTAINED),NO,Yes,No,No,No,Yes,NO,Under 2 kilometers,No,No,Yes,Yes,,No
10310469,GRADED GRAVELED,YES,Yes,No,Yes,Yes,No,YES,Under 2 kilometers,Yes,No,Yes,No,26 to 30 kilometers,No
10312048,TAR/ASPHALT,YES,Yes,No,Yes,No,No,NO,3 to 5 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
10312078,TAR/ASPHALT,YES,Yes,No,Yes,Yes,No,YES,Under 2 kilometers,Yes,No,Yes,Yes,,No
10312187,GRADED GRAVELED,YES,Yes,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,11 to 15 kilometers,No
10312600,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,5 and above kilometers,Yes,No,No,No,16 to 20 kilometers,No
10320227,TAR/ASPHALT,YES,Yes,No,Yes,Yes,Yes,YES,Under 2 kilometers,Yes,No,Yes,Yes,,Yes
10401140,GRADED GRAVELED,YES,Yes,No,Yes,Yes,Yes,YES,Under 2 kilometers,No,No,Yes,Yes,,No
10401212,GRADED GRAVELED,YES,Yes,No,No,No,No,NO,Under 2 kilometers,No,No,Yes,No,11 to 15 kilometers,No
10401424,GRADED GRAVELED,YES,Yes,No,Yes,No,No,YES,Under 2 kilometers,No,No,Yes,No,6 to 10 kilometers,No
10401502,GRADED GRAVELED,YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,Yes,No,No,0 to 5 kilometes,No
10401522,GRADED GRAVELED,YES,Yes,No,No,Yes,No,NO,3 to 5 kilometers,No,No,Yes,No,26 to 30 kilometers,No
10401541,GRADED GRAVELED,YES,Yes,No,No,Yes,No,YES,Under 2 kilometers,No,No,Yes,No,0 to 5 kilometes,No
10401604,GRADED GRAVELED,NO,No,No,Yes,Yes,No,NO,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
10401635,GRADED GRAVELED,YES,Yes,No,Yes,No,No,NO,5 and above kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
10401742,GRADED GRAVELED,YES,Yes,No,Yes,Yes,No,NO,Under 2 kilometers,Yes,No,Yes,No,16 to 20 kilometers,No
10402537,GRADED GRAVELED,YES,Yes,No,Yes,Yes,Yes,NO,Under 2 kilometers,No,No,Yes,No,Above 30 kilometers,No
10403332,GRADED GRAVELED,YES,Yes,No,Yes,No,No,NO,3 to 5 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
10403488,GRADED GRAVELED,YES,Yes,No,No,No,No,NO,Under 2 kilometers,No,No,Yes,No,6 to 10 kilometers,No
10404186,TAR/ASPHALT,YES,Yes,No,Yes,Yes,Yes,YES,3 to 5 kilometers,Yes,No,Yes,Yes,,No
10404707,DIRT ROAD (MAINTAINED),YES,Yes,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,11 to 15 kilometers,No
10405213,GRADED GRAVELED,YES,Yes,No,Yes,Yes,No,YES,Under 2 kilometers,Yes,No,Yes,Yes,,No
10405404,GRADED GRAVELED,YES,Yes,No,Yes,No,Yes,YES,Under 2 kilometers,No,No,Yes,Yes,,Yes
10407068,GRADED GRAVELED,YES,Yes,No,Yes,Yes,Yes,YES,Under 2 kilometers,Yes,No,Yes,Yes,,No
10407194,TAR/ASPHALT,YES,Yes,No,Yes,Yes,No,NO,Under 2 kilometers,No,No,Yes,Yes,,No
10407628,GRADED GRAVELED,YES,Yes,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,11 to 15 kilometers,No
10408441,GRADED GRAVELED,YES,No,No,Yes,Yes,Yes,YES,Under 2 kilometers,Yes,No,Yes,Yes,,No
10409468,GRADED GRAVELED,YES,No,No,No,Yes,No,NO,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
10420001,TAR/ASPHALT,YES,Yes,No,Yes,Yes,Yes,YES,5 and above kilometers,No,Yes,Yes,Yes,,Yes
10420035,TAR/ASPHALT,YES,Yes,Yes,No,No,No,YES,Under 2 kilometers,Yes,Yes,Yes,Yes,,Yes
10420080,TAR/ASPHALT,YES,Yes,No,Yes,Yes,Yes,YES,Under 2 kilometers,No,Yes,Yes,Yes,,Yes
10501055,GRADED GRAVELED,YES,Yes,No,Yes,No,No,NO,5 and above kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
10501216,GRADED GRAVELED,NO,Yes,No,No,Yes,No,NO,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
10501505,GRADED GRAVELED,YES,No,No,No,Yes,No,NO,Under 2 kilometers,Yes,Yes,Yes,Yes,,No
10501709,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,In the community,No,No,Yes,No,6 to 10 kilometers,No
10502043,GRADED GRAVELED,YES,Yes,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,26 to 30 kilometers,No
10502268,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,5 and above kilometers,No,No,Yes,No,11 to 15 kilometers,No
10502439,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
10502593,GRADED GRAVELED,YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,6 to 10 kilometers,No
10502730,DIRT TRACK,NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,16 to 20 kilometers,No
10503211,GRADED GRAVELED,NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
10503367,DIRT TRACK,YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,6 to 10 kilometers,No
10505136,DIRT ROAD (MAINTAINED),YES,Yes,No,No,No,No,NO,5 and above kilometers,No,No,Yes,No,0 to 5 kilometes,No
10505151,GRADED GRAVELED,NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,26 to 30 kilometers,No
10505231,DIRT ROAD (MAINTAINED),YES,Yes,No,Yes,Yes,No,YES,3 to 5 kilometers,Yes,No,Yes,Yes,,No
10505310,DIRT TRACK,YES,No,No,No,No,No,NO,5 and above kilometers,No,No,Yes,No,11 to 15 kilometers,No
10505508,GRADED GRAVELED,YES,Yes,No,No,Yes,No,NO,5 and above kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
10506127,GRADED GRAVELED,YES,Yes,No,Yes,Yes,Yes,YES,Under 2 kilometers,Yes,Yes,Yes,Yes,,Yes
10506548,GRADED GRAVELED,YES,Yes,No,No,Yes,No,NO,Under 2 kilometers,Yes,No,Yes,No,Above 30 kilometers,No
10507175,GRADED GRAVELED,NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,11 to 15 kilometers,No
10507344,DIRT ROAD (MAINTAINED),YES,Yes,No,No,Yes,No,NO,3 to 5 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
10508369,TAR/ASPHALT,YES,No,No,No,No,No,NO,5 and above kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
10509319,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,In the community,Yes,No,No,No,6 to 10 kilometers,No
10509474,GRADED GRAVELED,NO,Yes,No,Yes,Yes,No,YES,Under 2 kilometers,Yes,No,Yes,Yes,,No
10510388,DIRT ROAD (MAINTAINED),YES,Yes,No,No,No,No,NO,5 and above kilometers,Yes,No,Yes,Yes,,No
10732047,GRADED GRAVELED,YES,Yes,No,Yes,No,No,NO,3 to 5 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
10732070,GRADED GRAVELED,YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,Yes,Yes,No,0 to 5 kilometes,No
10732192,TAR/ASPHALT,YES,Yes,Yes,No,No,No,NO,Under 2 kilometers,No,No,No,No,0 to 5 kilometes,No
10733465,GRADED GRAVELED,YES,Yes,No,Yes,No,No,YES,Under 2 kilometers,Yes,Yes,Yes,No,0 to 5 kilometes,No
10733640,GRADED GRAVELED,NO,No,Yes,Yes,Yes,No,YES,3 to 5 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
10734370,GRADED GRAVELED,NO,No,Yes,Yes,No,No,NO,Under 2 kilometers,Yes,Yes,No,No,0 to 5 kilometes,No
10734393,DIRT TRACK,YES,No,Yes,Yes,No,No,NO,Under 2 kilometers,Yes,Yes,No,No,0 to 5 kilometes,No
10734407,GRADED GRAVELED,YES,No,Yes,Yes,No,No,YES,3 to 5 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
10734762,DIRT ROAD (MAINTAINED),YES,Yes,Yes,Yes,No,No,YES,3 to 5 kilometers,No,No,Yes,No,0 to 5 kilometes,No
10735130,GRADED GRAVELED,YES,No,Yes,No,No,No,YES,Under 2 kilometers,Yes,Yes,Yes,Yes,,No
10735173,TAR/ASPHALT,YES,Yes,Yes,Yes,No,No,YES,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
10736053,GRADED GRAVELED,YES,No,No,Yes,No,No,YES,Under 2 kilometers,Yes,Yes,Yes,No,0 to 5 kilometes,No
10736174,DIRT ROAD (MAINTAINED),YES,No,Yes,No,No,No,NO,5 and above kilometers,Yes,No,No,Yes,,No
10736377,GRADED GRAVELED,YES,No,Yes,Yes,No,Yes,NO,Under 2 kilometers,Yes,Yes,Yes,No,0 to 5 kilometes,No
10736466,GRADED GRAVELED,YES,No,Yes,Yes,No,No,NO,Under 2 kilometers,Yes,Yes,Yes,No,0 to 5 kilometes,No
10736596,DIRT TRACK,YES,Yes,Yes,Yes,No,No,NO,5 and above kilometers,No,No,Yes,No,0 to 5 kilometes,No
10737199,GRADED GRAVELED,YES,Yes,No,Yes,No,No,YES,Under 2 kilometers,Yes,Yes,Yes,No,0 to 5 kilometes,No
10739309,GRADED GRAVELED,YES,No,Yes,No,No,No,YES,Under 2 kilometers,Yes,Yes,Yes,No,0 to 5 kilometes,No
10741504,DIRT ROAD (MAINTAINED),YES,Yes,Yes,Yes,No,No,YES,3 to 5 kilometers,No,Yes,Yes,No,0 to 5 kilometes,No
10744039,GRADED GRAVELED,YES,No,Yes,No,No,No,NO,3 to 5 kilometers,Yes,Yes,Yes,No,0 to 5 kilometes,No
10744154,GRADED GRAVELED,NO,No,No,Yes,No,No,YES,Under 2 kilometers,Yes,Yes,Yes,No,0 to 5 kilometes,No
10744649,GRADED GRAVELED,YES,No,No,No,No,No,NO,3 to 5 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
10746033,DIRT ROAD (MAINTAINED),YES,No,Yes,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
10746244,TAR/ASPHALT,YES,No,Yes,No,No,No,NO,3 to 5 kilometers,No,No,Yes,No,0 to 5 kilometes,No
20101014,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,,No,No,Yes,No,11 to 15 kilometers,No
20101387,TAR/ASPHALT,YES,Yes,No,No,No,No,YES,Under 2 kilometers,Yes,No,Yes,No,11 to 15 kilometers,No
20102311,DIRT ROAD (MAINTAINED),YES,Yes,No,Yes,Yes,Yes,YES,Under 2 kilometers,Yes,No,Yes,Yes,,No
20103365,DIRT TRACK,NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,6 to 10 kilometers,No
20105073,DIRT ROAD (MAINTAINED),YES,Yes,No,No,No,No,NO,In the community,No,No,Yes,No,0 to 5 kilometes,No
20105181,DIRT ROAD (MAINTAINED),YES,Yes,No,Yes,No,No,YES,In the community,No,No,Yes,No,0 to 5 kilometes,No
20106042,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
20107490,DIRT TRACK,NO,No,No,No,No,No,NO,Under 2 kilometers,No,No,No,No,0 to 5 kilometes,No
20107615,DIRT ROAD (MAINTAINED),YES,No,No,Yes,Yes,No,NO,In the community,Yes,No,Yes,Yes,,No
20108739,DIRT TRACK,NO,No,No,No,No,No,NO,5 and above kilometers,No,No,Yes,No,26 to 30 kilometers,No
20109486,DIRT ROAD (MAINTAINED),YES,Yes,No,Yes,Yes,No,NO,In the community,No,No,Yes,No,11 to 15 kilometers,No
20109653,DIRT TRACK,NO,No,No,No,No,No,NO,In the community,No,No,Yes,Yes,,No
20110170,DIRT ROAD (MAINTAINED),YES,Yes,No,Yes,Yes,No,NO,Under 2 kilometers,No,No,Yes,No,6 to 10 kilometers,No
20110620,DIRT TRACK,NO,No,No,No,Yes,No,NO,In the community,Yes,No,Yes,No,6 to 10 kilometers,No
20111107,DIRT TRACK,NO,No,No,No,No,No,NO,In the community,Yes,No,Yes,No,0 to 5 kilometes,No
20111530,DIRT TRACK,NO,No,No,Yes,Yes,No,NO,In the community,No,No,Yes,No,11 to 15 kilometers,No
20111718,TAR/ASPHALT,YES,Yes,No,Yes,Yes,No,YES,In the community,No,No,Yes,No,6 to 10 kilometers,No
20112290,DIRT TRACK,NO,No,No,Yes,No,No,NO,In the community,No,No,Yes,No,6 to 10 kilometers,No
20112334,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,YES,In the community,No,No,Yes,No,11 to 15 kilometers,No
20112661,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,YES,In the community,No,Yes,Yes,No,21 to 25 kilometers,No
20113112,DIRT ROAD (MAINTAINED),NO,No,No,No,Yes,No,NO,Under 2 kilometers,No,No,Yes,Yes,,No
20113529,DIRT ROAD (MAINTAINED),YES,Yes,No,Yes,Yes,No,NO,Under 2 kilometers,No,No,Yes,No,0 to 5 kilometes,No
20115434,DIRT TRACK,YES,No,No,No,No,No,YES,Under 2 kilometers,Yes,No,Yes,No,11 to 15 kilometers,No
20120081,DIRT ROAD (MAINTAINED),YES,Yes,No,No,No,No,YES,In the community,Yes,No,Yes,No,0 to 5 kilometes,No
20201109,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,,No,No,Yes,No,6 to 10 kilometers,No
20201206,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,3 to 5 kilometers,No,No,Yes,No,26 to 30 kilometers,No
20201264,DIRT ROAD (MAINTAINED),NO,No,No,Yes,No,No,NO,,Yes,No,Yes,Yes,,Yes
20201269,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,5 and above kilometers,Yes,No,Yes,No,11 to 15 kilometers,No
20201354,DIRT ROAD (MAINTAINED),YES,Yes,No,Yes,No,Yes,YES,Under 2 kilometers,Yes,Yes,Yes,Yes,,Yes
20201450,TAR/ASPHALT,YES,Yes,No,Yes,Yes,Yes,NO,Under 2 kilometers,Yes,No,Yes,Yes,,Yes
20201646,TAR/ASPHALT,YES,Yes,No,No,Yes,Yes,YES,In the community,Yes,No,Yes,Yes,,No
20202343,TAR/ASPHALT,YES,Yes,No,Yes,Yes,Yes,NO,,Yes,No,Yes,Yes,,No
20203135,DIRT ROAD (MAINTAINED),YES,No,No,Yes,Yes,No,YES,Under 2 kilometers,No,No,Yes,No,0 to 5 kilometes,No
20203494,DIRT ROAD (MAINTAINED),YES,Yes,No,No,Yes,No,NO,3 to 5 kilometers,No,No,Yes,No,6 to 10 kilometers,No
20203656,TAR/ASPHALT,YES,Yes,No,Yes,Yes,No,NO,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
20203694,DIRT ROAD (MAINTAINED),NO,No,No,No,Yes,Yes,NO,,Yes,No,Yes,Yes,,No
20204124,TAR/ASPHALT,YES,Yes,No,Yes,Yes,No,NO,,Yes,Yes,Yes,Yes,,No
20204712,DIRT ROAD (MAINTAINED),YES,No,No,No,Yes,Yes,NO,3 to 5 kilometers,No,No,Yes,No,11 to 15 kilometers,No
20205207,TAR/ASPHALT,YES,Yes,No,No,Yes,Yes,NO,Under 2 kilometers,No,No,Yes,Yes,,No
20205484,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
20205525,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,,Yes,No,Yes,No,16 to 20 kilometers,No
20205634,TAR/ASPHALT,YES,Yes,No,Yes,No,No,NO,Under 2 kilometers,No,No,Yes,No,0 to 5 kilometes,No
20205700,DIRT ROAD (MAINTAINED),NO,No,No,Yes,No,No,NO,3 to 5 kilometers,No,No,Yes,Yes,,No
20205721,DIRT ROAD (MAINTAINED),YES,No,No,Yes,Yes,No,YES,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
20206243,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,Under 2 kilometers,No,No,Yes,No,6 to 10 kilometers,No
20206362,DIRT ROAD (MAINTAINED),YES,Yes,No,Yes,Yes,Yes,YES,Under 2 kilometers,Yes,No,Yes,Yes,,No
20220038,TAR/ASPHALT,YES,Yes,No,Yes,Yes,Yes,YES,Under 2 kilometers,Yes,Yes,Yes,Yes,,Yes
20220153,TAR/ASPHALT,YES,Yes,No,Yes,No,Yes,YES,Under 2 kilometers,Yes,No,Yes,Yes,,Yes
20301075,DIRT ROAD (MAINTAINED),YES,Yes,No,No,Yes,No,NO,,Yes,No,Yes,Yes,,No
20302432,DIRT ROAD (MAINTAINED),YES,Yes,No,Yes,Yes,No,YES,,Yes,No,Yes,Yes,,No
