ea_id,com_roadtype,com_vehicles,com_bus,com_urbancenter,com_dailymrkt,com_weeklymrkt,com_postoffice,com_publicphone,com_distprimary,com_classrooms,com_schoolelec,com_medicines,com_clinic,com_distclinic,com_bank
30710128,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,Under 2 kilometers,No,No,Yes,No,6 to 10 kilometers,No
30710157,DIRT ROAD (MAINTAINED),NO,No,No,No,Yes,No,NO,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
30710451,GRADED GRAVELED,YES,No,No,No,No,No,YES,Under 2 kilometers,Yes,Yes,Yes,Yes,,No
30711684,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,Yes,,No
30720666,TAR/ASPHALT,YES,Yes,Yes,Yes,Yes,Yes,YES,Under 2 kilometers,Yes,Yes,Yes,Yes,,Yes
30801205,GRADED GRAVELED,YES,No,No,No,No,No,NO,,Yes,No,No,No,26 to 30 kilometers,No
30801300,TAR/ASPHALT,YES,Yes,No,No,Yes,Yes,NO,5 and above kilometers,Yes,No,No,Yes,,No
30801305,DIRT TRACK,YES,No,No,No,No,No,NO,,Yes,No,No,No,6 to 10 kilometers,No
30801386,DIRT TRACK,NO,No,No,No,No,No,NO,,Yes,No,No,No,0 to 5 kilometes,No
30801631,DIRT TRACK,NO,No,No,No,No,No,NO,3 to 5 kilometers,Yes,No,No,No,0 to 5 kilometes,No
30801672,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,3 to 5 kilometers,Yes,No,No,No,0 to 5 kilometes,No
30801679,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,6 to 10 kilometers,No
30802036,GRADED GRAVELED,YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,26 to 30 kilometers,No
30802485,DIRT TRACK,NO,No,No,No,No,No,NO,,Yes,No,No,No,6 to 10 kilometers,No
30802579,DIRT TRACK,NO,No,No,No,No,No,NO,3 to 5 kilometers,Yes,No,No,No,0 to 5 kilometes,No
30803115,GRADED GRAVELED,YES,No,No,No,No,No,NO,,Yes,No,Yes,No,6 to 10 kilometers,No
30803233,GRADED GRAVELED,YES,Yes,No,Yes,Yes,Yes,YES,,Yes,No,Yes,Yes,,No
30803321,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,5 and above kilometers,Yes,No,No,No,6 to 10 kilometers,No
30803480,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,5 and above kilometers,Yes,No,No,No,11 to 15 kilometers,No
30804416,GRADED GRAVELED,YES,Yes,No,Yes,Yes,No,NO,,Yes,No,Yes,Yes,,No
30804426,DIRT TRACK,NO,No,No,No,No,No,NO,,Yes,No,No,No,0 to 5 kilometes,No
30805259,DIRT ROAD (MAINTAINED),YES,No,No,No,Yes,No,NO,5 and above kilometers,Yes,No,No,No,6 to 10 kilometers,No
30805375,DIRT TRACK,NO,No,No,No,No,No,NO,,No,No,No,No,0 to 5 kilometes,No
30805463,GRADED GRAVELED,YES,Yes,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
30805551,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
30806145,GRADED GRAVELED,YES,Yes,No,No,No,No,NO,3 to 5 kilometers,Yes,No,No,Yes,,No
30806483,TAR/ASPHALT,YES,Yes,No,Yes,Yes,Yes,YES,,Yes,No,Yes,Yes,,No
30806611,GRADED GRAVELED,NO,No,No,No,Yes,No,NO,5 and above kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
30806630,GRADED GRAVELED,YES,No,No,No,Yes,No,NO,,No,No,No,No,6 to 10 kilometers,No
30901029,GRADED GRAVELED,YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
30901054,GRADED GRAVELED,YES,No,No,No,Yes,No,NO,,Yes,No,No,Yes,,No
30901193,DIRT ROAD (MAINTAINED),NO,No,No,No,Yes,No,NO,,Yes,No,No,No,16 to 20 kilometers,No
30901253,DIRT TRACK,NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
30901275,GRADED GRAVELED,YES,Yes,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
30901320,DIRT TRACK,NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
30901380,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,,Yes,No,No,No,0 to 5 kilometes,No
30901409,DIRT TRACK,NO,No,No,No,Yes,No,NO,,Yes,No,No,No,6 to 10 kilometers,No
30901475,GRADED GRAVELED,YES,Yes,No,No,No,No,NO,,No,No,No,No,6 to 10 kilometers,No
30901550,GRADED GRAVELED,YES,No,No,No,Yes,Yes,YES,,Yes,No,No,No,16 to 20 kilometers,No
30901569,GRADED GRAVELED,YES,Yes,No,No,Yes,No,NO,,Yes,No,No,Yes,,No
30901603,DIRT ROAD (MAINTAINED),YES,Yes,No,No,Yes,No,NO,,No,No,No,Yes,,No
30901715,DIRT ROAD (MAINTAINED),YES,Yes,No,No,Yes,No,NO,,Yes,No,No,No,0 to 5 kilometes,No
30901720,GRADED GRAVELED,YES,Yes,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
30901732,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
30901756,DIRT TRACK,NO,No,No,No,No,No,NO,,Yes,No,No,No,0 to 5 kilometes,No
30902236,GRADED GRAVELED,NO,Yes,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,6 to 10 kilometers,No
30902299,DIRT TRACK,NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
30902346,GRADED GRAVELED,NO,No,No,No,No,No,NO,5 and above kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
30902425,DIRT TRACK,NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,6 to 10 kilometers,No
30902606,DIRT TRACK,YES,No,No,No,No,No,NO,Under 2 kilometers,No,No,No,No,0 to 5 kilometes,No
30903114,GRADED GRAVELED,NO,No,No,No,Yes,Yes,NO,3 to 5 kilometers,Yes,No,Yes,Yes,,No
30903528,DIRT TRACK,NO,No,No,No,No,No,NO,,Yes,No,No,No,6 to 10 kilometers,No
30920609,TAR/ASPHALT,YES,Yes,No,Yes,Yes,Yes,YES,,Yes,No,Yes,Yes,,Yes
31001034,TAR/ASPHALT,YES,Yes,No,No,No,No,NO,Under 2 kilometers,No,No,Yes,No,11 to 15 kilometers,No
31001092,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,Under 2 kilometers,No,No,No,No,0 to 5 kilometes,No
31001123,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,In the community,No,No,Yes,No,16 to 20 kilometers,No
31001228,DIRT TRACK,NO,No,No,No,No,No,NO,In the community,No,No,Yes,No,16 to 20 kilometers,No
31001242,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,In the community,No,No,Yes,Yes,,No
31001333,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
31001647,DIRT TRACK,NO,No,No,No,No,No,NO,In the community,No,No,Yes,No,6 to 10 kilometers,No
31001749,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,In the community,No,No,Yes,No,6 to 10 kilometers,No
31002169,TAR/ASPHALT,YES,Yes,No,Yes,No,No,YES,In the community,Yes,No,Yes,No,0 to 5 kilometes,No
31002245,TAR/ASPHALT,YES,Yes,No,No,No,No,YES,Under 2 kilometers,Yes,No,Yes,Yes,,No
31002677,TAR/ASPHALT,YES,Yes,No,Yes,No,No,YES,In the community,Yes,No,Yes,No,0 to 5 kilometes,No
31003100,DIRT TRACK,NO,No,No,No,No,No,NO,,Yes,No,Yes,No,16 to 20 kilometers,No
31003226,DIRT ROAD (MAINTAINED),NO,No,No,Yes,No,No,NO,In the community,Yes,No,Yes,Yes,,No
31003482,GRADED GRAVELED,NO,Yes,No,Yes,Yes,No,YES,In the community,No,No,Yes,No,6 to 10 kilometers,No
31003759,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,3 to 5 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
31004098,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,In the community,No,No,Yes,No,0 to 5 kilometes,No
31004312,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,,No,No,Yes,No,0 to 5 kilometes,No
31005061,TAR/ASPHALT,YES,Yes,No,No,No,No,YES,Under 2 kilometers,No,No,Yes,No,6 to 10 kilometers,No
31006284,TAR/ASPHALT,YES,Yes,No,Yes,No,No,YES,In the community,Yes,No,Yes,No,6 to 10 kilometers,No
31006556,DIRT TRACK,YES,Yes,No,No,Yes,No,NO,,No,No,Yes,Yes,,No
31007335,DIRT TRACK,NO,No,No,No,No,No,NO,In the community,No,No,Yes,No,11 to 15 kilometers,No
31007544,GRADED GRAVELED,YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,11 to 15 kilometers,No
31007549,GRADED GRAVELED,NO,Yes,No,No,No,No,NO,In the community,No,No,Yes,No,0 to 5 kilometes,No
31007645,DIRT ROAD (MAINTAINED),YES,Yes,No,No,No,No,NO,In the community,No,No,Yes,No,0 to 5 kilometes,No
31101009,DIRT TRACK,NO,Yes,No,Yes,Yes,No,YES,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
31101399,DIRT ROAD (MAINTAINED),YES,No,No,No,No,Yes,YES,In the community,No,No,Yes,Yes,,No
31102266,GRADED GRAVELED,YES,Yes,No,No,No,No,NO,Under 2 kilometers,No,No,Yes,No,0 to 5 kilometes,No
31102591,DIRT TRACK,NO,No,No,No,No,No,NO,Under 2 kilometers,No,No,Yes,No,16 to 20 kilometers,No
31104086,GRADED GRAVELED,NO,Yes,No,Yes,Yes,No,YES,3 to 5 kilometers,No,No,Yes,No,0 to 5 kilometes,No
31104147,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,In the community,No,No,Yes,No,0 to 5 kilometes,No
31104361,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,In the community,No,No,No,No,6 to 10 kilometers,No
31104496,DIRT ROAD (MAINTAINED),YES,Yes,No,No,No,No,NO,,No,Yes,Yes,No,0 to 5 kilometes,No
31104691,GRADED GRAVELED,YES,Yes,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
31104696,DIRT ROAD (MAINTAINED),YES,Yes,No,No,No,No,NO,,Yes,No,Yes,No,0 to 5 kilometes,No
31105091,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,,Yes,No,Yes,No,0 to 5 kilometes,No
31105559,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
31105581,GRADED GRAVELED,YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
31106066,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,,No,No,No,No,0 to 5 kilometes,No
31106182,TAR/ASPHALT,YES,Yes,No,No,No,No,YES,Under 2 kilometers,No,No,Yes,Yes,,No
31106519,TAR/ASPHALT,YES,Yes,No,No,No,No,NO,In the community,No,No,Yes,No,0 to 5 kilometes,No
31106574,GRADED GRAVELED,YES,Yes,No,Yes,Yes,Yes,YES,In the community,No,No,Yes,No,0 to 5 kilometes,Yes
31106682,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,In the community,No,No,Yes,No,0 to 5 kilometes,No
31107406,GRADED GRAVELED,YES,Yes,No,No,No,No,NO,Under 2 kilometers,No,No,Yes,No,6 to 10 kilometers,No
31108265,DIRT TRACK,NO,No,No,No,No,No,NO,In the community,No,No,Yes,No,6 to 10 kilometers,No
31108703,DIRT ROAD (MAINTAINED),YES,Yes,No,Yes,Yes,No,NO,Under 2 kilometers,Yes,Yes,Yes,Yes,,No
31110462,DIRT TRACK,NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,21 to 25 kilometers,No
31120097,TAR/ASPHALT,YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
31120218,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,YES,Under 2 kilometers,No,No,Yes,No,0 to 5 kilometes,No
31201007,TAR/ASPHALT,YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,6 to 10 kilometers,No
31201058,TAR/ASPHALT,YES,Yes,No,No,No,No,NO,Under 2 kilometers,No,No,No,No,6 to 10 kilometers,No
31201104,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,11 to 15 kilometers,No
31201106,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
31201197,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,3 to 5 kilometers,No,Yes,Yes,No,0 to 5 kilometes,No
31201230,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,6 to 10 kilometers,No
31201234,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
31201250,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
31201350,DIRT ROAD (MAINTAINED),YES,No,No,Yes,Yes,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
31201516,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
31201726,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,5 and above kilometers,Yes,No,Yes,Yes,,No
31201747,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
31201765,TAR/ASPHALT,YES,Yes,No,Yes,Yes,Yes,YES,5 and above kilometers,Yes,No,Yes,Yes,,No
31204138,DIRT ROAD (MAINTAINED),YES,No,No,Yes,Yes,No,NO,Under 2 kilometers,No,No,Yes,Yes,,No
31204184,DIRT ROAD (MAINTAINED),YES,Yes,No,Yes,Yes,No,NO,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
31204209,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,Under 2 kilometers,No,No,Yes,No,6 to 10 kilometers,No
31204267,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
31204390,DIRT ROAD (MAINTAINED),YES,Yes,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,11 to 15 kilometers,No
31204410,TAR/ASPHALT,YES,Yes,No,Yes,Yes,No,NO,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
31204489,DIRT ROAD (MAINTAINED),YES,No,No,Yes,Yes,Yes,YES,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
31204532,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
31204618,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
31220487,DIRT ROAD (MAINTAINED),NO,Yes,Yes,Yes,No,Yes,YES,Under 2 kilometers,No,No,No,No,0 to 5 kilometes,No
31220637,TAR/ASPHALT,YES,Yes,No,Yes,Yes,Yes,YES,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,Yes
31301246,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
31301304,DIRT ROAD (MAINTAINED),YES,No,No,No,Yes,No,NO,3 to 5 kilometers,Yes,No,Yes,No,Above 30 kilometers,No
31301385,GRADED GRAVELED,YES,Yes,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
31301560,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,3 to 5 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
31301671,GRADED GRAVELED,NO,No,No,No,No,No,NO,5 and above kilometers,Yes,No,No,No,6 to 10 kilometers,No
31301683,GRADED GRAVELED,NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
31302162,GRADED GRAVELED,YES,Yes,No,No,No,No,NO,5 and above kilometers,Yes,No,No,No,16 to 20 kilometers,No
31302415,TAR/ASPHALT,YES,Yes,No,No,No,No,NO,,No,No,No,No,11 to 15 kilometers,No
31302578,DIRT TRACK,NO,No,No,No,No,No,NO,3 to 5 kilometers,No,No,No,No,Above 30 kilometers,No
31302651,GRADED GRAVELED,YES,Yes,No,No,Yes,No,NO,Under 2 kilometers,Yes,No,Yes,Yes,,No
31302761,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,5 and above kilometers,No,No,No,No,Above 30 kilometers,No
31303067,GRADED GRAVELED,YES,No,No,Yes,Yes,No,NO,Under 2 kilometers,Yes,No,No,Yes,,No
31303263,GRADED GRAVELED,YES,No,No,No,No,No,NO,5 and above kilometers,Yes,No,No,No,0 to 5 kilometes,No
31303327,TAR/ASPHALT,YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
31303467,TAR/ASPHALT,YES,Yes,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
31303567,GRADED GRAVELED,YES,No,No,No,No,No,NO,5 and above kilometers,Yes,No,No,No,11 to 15 kilometers,No
31303585,GRADED GRAVELED,YES,No,No,No,No,No,NO,Under 2 kilometers,No,No,No,No,6 to 10 kilometers,No
31303610,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,3 to 5 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
31303655,TAR/ASPHALT,YES,Yes,No,No,No,No,NO,5 and above kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
31303757,GRADED GRAVELED,YES,Yes,No,No,Yes,Yes,NO,Under 2 kilometers,No,No,Yes,No,6 to 10 kilometers,No
31306166,DIRT ROAD (MAINTAINED),NO,No,No,Yes,No,No,NO,3 to 5 kilometers,No,No,Yes,No,16 to 20 kilometers,No
31306274,GRADED GRAVELED,NO,No,No,No,No,No,NO,5 and above kilometers,Yes,No,No,No,11 to 15 kilometers,No
31306500,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,Under 2 kilometers,No,No,Yes,No,6 to 10 kilometers,No
31306719,GRADED GRAVELED,YES,No,No,No,No,No,NO,3 to 5 kilometers,No,No,No,No,6 to 10 kilometers,No
31431714,DIRT ROAD (MAINTAINED),YES,Yes,No,No,No,No,NO,Under 2 kilometers,Yes,Yes,Yes,No,0 to 5 kilometes,No
31432279,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
31432523,DIRT ROAD (MAINTAINED),YES,No,No,No,Yes,No,NO,Under 2 kilometers,Yes,No,Yes,Yes,,No
31432676,TAR/ASPHALT,YES,Yes,Yes,Yes,No,Yes,YES,Under 2 kilometers,Yes,Yes,Yes,Yes,,Yes
31434099,DIRT ROAD (MAINTAINED),YES,Yes,Yes,Yes,Yes,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
31435120,DIRT ROAD (MAINTAINED),YES,Yes,Yes,Yes,Yes,No,NO,Under 2 kilometers,Yes,No,Yes,No,11 to 15 kilometers,No
31435149,DIRT ROAD (MAINTAINED),NO,Yes,Yes,Yes,Yes,No,YES,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
31435423,DIRT ROAD (MAINTAINED),YES,Yes,Yes,Yes,Yes,No,YES,3 to 5 kilometers,Yes,No,Yes,Yes,,No
31435753,DIRT ROAD (MAINTAINED),NO,No,Yes,Yes,Yes,No,NO,Under 2 kilometers,Yes,No,Yes,Yes,,No
31436063,DIRT ROAD (MAINTAINED),YES,No,Yes,Yes,Yes,No,YES,Under 2 kilometers,Yes,No,Yes,Yes,,No
31436695,GRADED GRAVELED,YES,No,Yes,Yes,Yes,No,NO,Under 2 kilometers,Yes,No,Yes,Yes,,Yes
31438563,TAR/ASPHALT,YES,Yes,Yes,Yes,No,No,YES,Under 2 kilometers,Yes,Yes,No,No,0 to 5 kilometes,No
31438622,DIRT ROAD (MAINTAINED),YES,Yes,Yes,Yes,No,No,YES,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
31438689,DIRT ROAD (MAINTAINED),YES,Yes,Yes,Yes,No,No,YES,5 and above kilometers,Yes,No,Yes,Yes,,No
31438690,DIRT ROAD (MAINTAINED),YES,No,Yes,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
31439102,DIRT ROAD (MAINTAINED),YES,No,Yes,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
31440002,GRADED GRAVELED,YES,No,Yes,Yes,Yes,Yes,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,Yes
31440152,DIRT ROAD (MAINTAINED),YES,No,Yes,Yes,No,Yes,YES,Under 2 kilometers,Yes,Yes,Yes,Yes,,No
31441389,GRADED GRAVELED,NO,No,Yes,Yes,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,Yes
31442200,DIRT ROAD (MAINTAINED),YES,Yes,Yes,Yes,No,No,NO,Under 2 kilometers,Yes,No,No,Yes,,No
31442394,DIRT ROAD (MAINTAINED),YES,No,Yes,No,No,No,NO,Under 2 kilometers,Yes,No,No,Yes,,No
31442616,DIRT ROAD (MAINTAINED),YES,Yes,Yes,Yes,No,No,YES,Under 2 kilometers,Yes,No,Yes,Yes,,No
31443108,TAR/ASPHALT,YES,Yes,Yes,Yes,No,No,NO,Under 2 kilometers,Yes,No,Yes,Yes,,No
31443270,GRADED GRAVELED,YES,Yes,Yes,Yes,No,No,YES,Under 2 kilometers,Yes,Yes,Yes,No,0 to 5 kilometes,No
31531161,TAR/ASPHALT,YES,Yes,Yes,Yes,Yes,No,YES,Under 2 kilometers,Yes,Yes,Yes,Yes,,No
31531303,DIRT ROAD (MAINTAINED),YES,No,Yes,Yes,Yes,No,YES,Under 2 kilometers,Yes,Yes,Yes,Yes,,No
31532674,TAR/ASPHALT,YES,Yes,Yes,Yes,Yes,No,YES,3 to 5 kilometers,Yes,Yes,Yes,Yes,,No
31533095,TAR/ASPHALT,YES,Yes,Yes,Yes,Yes,Yes,YES,3 to 5 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
31534553,TAR/ASPHALT,YES,Yes,Yes,Yes,Yes,No,YES,5 and above kilometers,Yes,Yes,Yes,Yes,,No
31535633,TAR/ASPHALT,YES,Yes,Yes,Yes,Yes,No,YES,Under 2 kilometers,Yes,Yes,Yes,Yes,,Yes
31536118,TAR/ASPHALT,YES,Yes,Yes,Yes,No,Yes,YES,Under 2 kilometers,Yes,Yes,Yes,Yes,,Yes
31536257,TAR/ASPHALT,YES,Yes,Yes,Yes,No,Yes,YES,Under 2 kilometers,Yes,Yes,Yes,Yes,,Yes
31536751,DIRT ROAD (MAINTAINED),YES,Yes,Yes,Yes,Yes,Yes,YES,Under 2 kilometers,No,No,Yes,Yes,,Yes
31538278,TAR/ASPHALT,YES,Yes,Yes,No,No,No,YES,3 to 5 kilometers,Yes,Yes,Yes,Yes,,Yes
31539670,DIRT ROAD (MAINTAINED),YES,No,Yes,No,No,No,YES,3 to 5 kilometers,Yes,Yes,Yes,No,0 to 5 kilometes,No
31540003,TAR/ASPHALT,YES,Yes,Yes,Yes,Yes,No,YES,3 to 5 kilometers,Yes,Yes,Yes,Yes,,No
31540419,TAR/ASPHALT,YES,Yes,Yes,Yes,No,No,YES,Under 2 kilometers,No,No,Yes,Yes,,No
31541183,TAR/ASPHALT,YES,Yes,Yes,Yes,Yes,No,YES,3 to 5 kilometers,Yes,Yes,Yes,No,6 to 10 kilometers,No
31545384,DIRT ROAD (MAINTAINED),YES,Yes,Yes,Yes,Yes,Yes,YES,Under 2 kilometers,Yes,Yes,Yes,Yes,,Yes
31546760,TAR/ASPHALT,YES,Yes,Yes,Yes,Yes,No,YES,Under 2 kilometers,Yes,Yes,Yes,Yes,,Yes
31547429,TAR/ASPHALT,YES,Yes,Yes,Yes,Yes,Yes,YES,Under 2 kilometers,Yes,Yes,Yes,Yes,,Yes
31548148,TAR/ASPHALT,YES,Yes,Yes,No,No,No,YES,Under 2 kilometers,Yes,Yes,Yes,Yes,,Yes
31550254,TAR/ASPHALT,YES,Yes,Yes,Yes,Yes,Yes,YES,Under 2 kilometers,Yes,Yes,Yes,Yes,,Yes
31552612,TAR/ASPHALT,YES,Yes,Yes,Yes,Yes,Yes,YES,Under 2 kilometers,Yes,Yes,Yes,Yes,,No
31552686,TAR/ASPHALT,YES,Yes,Yes,Yes,Yes,Yes,YES,Under 2 kilometers,Yes,Yes,Yes,Yes,,Yes
31553237,GRADED GRAVELED,YES,Yes,Yes,Yes,Yes,No,YES,3 to 5 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
31554613,DIRT ROAD (MAINTAINED),YES,Yes,Yes,Yes,Yes,No,YES,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
31555614,DIRT ROAD (MAINTAINED),YES,No,Yes,No,Yes,No,YES,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
